IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,IMF10,Residue
0.052790435345934,0.1289018275268226,0.4228595465249813,-0.3445786561401693,5.99003896776771,0.48128225808154107,2.325731951651016,3.307818804764588,-13.745397710663962,11.680552575141537,1.7763568394002505e-15
0.024632093951653437,0.13717056336625505,0.44014194288671094,-0.41934572450931984,5.999770339063463,0.531227017639408,2.3417998902897144,3.3101374767696994,-13.746364993192401,11.680831393734817,0.0
0.13124443904907784,0.005783266864339212,0.3519028596471033,-0.4854302021878395,6.013206024970831,0.5799087530936042,2.3571862992398502,3.312410931644538,-13.74732268717755,11.681110314856044,1.7763568394002505e-15
-0.14365061224889314,-0.12624470793779144,0.23326702396496754,-0.5396952517989557,6.029387894569822,0.6272963672030175,2.371881673682093,3.3146390627925295,-13.748270788708423,11.681389338481633,0.0
-0.04176662164216467,-0.09882240371175244,0.16306485429638543,-0.5783496251437291,6.047360758282618,0.6733555947905087,2.3858765087971032,3.316821763617105,-13.749209293874017,11.681668464587945,-1.7763568394002505e-15
0.08807338851551046,0.0358972150736342,0.13990991152580534,-0.5980780702552814,6.066234870272352,0.7180329631927106,2.399161299765548,3.318958927521692,-13.750138198763365,11.681947693151393,0.0
0.05402609903231477,0.09864404484610181,0.13535732891798344,-0.5984270114721123,6.085182898541289,0.7612701257737206,2.4117265417680955,3.321050447909721,-13.751057499465462,11.682227024148348,-1.7763568394002505e-15
0.01539549086174144,0.05929541157325356,0.12123837773293239,-0.579797953303377,6.103661723581895,0.8030087358976457,2.423562729985406,3.32309621818462,-13.751967192069328,11.682506457555212,-1.7763568394002505e-15
-0.061390143955055765,-0.03126991834473955,0.08137595731819959,-0.5436065341621175,6.1220260604012315,0.8431893667101171,2.434660359598151,3.3250961317498176,-13.75286727266397,11.682785993348364,1.7763568394002505e-15
0.04490686355934074,-0.08215632116000916,0.004114712158657721,-0.4910823256250931,6.141098235998975,0.8817509331065919,2.445009925786993,3.3270500820087427,-13.753757737338397,11.6830656315042,-3.552713678800501e-15
-0.06865525705496936,0.006359245716053624,-0.10836708521063203,-0.42200913150923614,6.161762456745224,0.9186430953986593,2.4546019237325987,3.328957962364825,-13.754638582181641,11.683345371999117,0.0
0.08208600037387599,0.09120101939215851,-0.1982943422300356,-0.336074903323588,6.184897282612022,0.9538230168116428,2.4634268486156317,3.3308196662214913,-13.75550980328269,11.683625214809492,-1.7763568394002505e-15
-0.07755337940399967,-0.003855591218270452,-0.21603584539197762,-0.23282836390809641,6.211379323003695,0.9872498111385666,2.4714751956167618,3.3326350869821733,-13.756371396730565,11.683905159911713,-1.7763568394002505e-15
0.06879295403013891,-0.1554138042559687,-0.20344425071030692,-0.11100610519575796,6.242084181567632,1.0188835979294164,2.4787374599166503,3.3344041180502955,-13.757223358614276,11.684185207282175,1.7763568394002505e-15
-0.040134569910761135,-0.15156075494771162,-0.21263361490162125,0.030026519675039883,6.277887245444529,1.0486847132408343,2.4852041366959656,3.336126652829293,-13.758065685022848,11.68446535689728,0.0
-0.04949704733182328,-0.04517657158619241,-0.2430975464224266,0.18697822788977733,6.31966390177512,1.0766134931294633,2.490865721135375,3.3378025847225876,-13.75889837204526,11.684745608733381,-3.552713678800501e-15
0.024629338803437904,0.15871330570337006,-0.26803340668110165,0.3533218882767366,6.368289537700111,1.1026302736519424,2.4957127084155437,3.339431807133615,-13.759721415770562,11.685025962766908,0.0
-0.004421228689079079,0.31726203316483487,-0.248702196660687,0.5190050470903685,6.424639540360226,1.1266953908649253,2.4997355937171304,3.341014213465799,-13.760534812287737,11.685306418974218,1.7763568394002505e-15
0.15441728180438963,0.12386905530856208,-0.15634627984194602,0.6699784760184824,6.489589296896164,1.1487691808250564,2.502924872220809,3.342549697122571,-13.76133855768582,11.68558697733173,0.0
-0.19308504169999086,-0.37820586109787724,-0.025310946357530933,0.7907314947411588,6.5640141944486565,1.1688119795889704,2.5052710391072455,3.3440381515073576,-13.762132648053793,11.6858676378158,3.552713678800501e-15
0.040883609772297734,-0.4103083472026202,0.09278308455300924,0.86559252900274,6.648789620158416,1.18678412321332,2.506764589557098,3.3454794700235917,-13.762917079480703,11.68614840040285,1.7763568394002505e-15
-0.19120800692061335,-0.08760668144793049,0.17548079306064676,0.8790074359921498,6.744673529721549,1.2026459477547446,2.50739601875104,3.346873546074699,-13.763691848055544,11.686429265069258,0.0
0.22326448525356432,0.12250955904222148,0.19224746980354734,0.8163404537941943,6.851650865978657,1.216357789269896,2.507155827089416,3.3482202678444235,-13.764456949867318,11.686710231791398,-1.7763568394002505e-15
-0.20989243976280594,0.4637126639095286,0.10326926193165875,0.6696062947451652,6.968091277331326,1.2278799838154157,2.506034515861552,3.3495195226275354,-13.765212381005052,11.686991300545676,0.0
0.4662479420585815,0.08102218847455096,-0.1016953978146307,0.4502220156466427,7.0909222663606055,1.23717286744794,2.5040225109198686,3.350771273155716,-13.765958137557748,11.687272471308475,-3.552713678800501e-15
-0.5185030414389925,-0.4435568526979288,-0.24721184740520427,0.17434309563712727,7.216786620961704,1.2441967762241215,2.50111021533676,3.351975504940654,-13.766694215614425,11.687553744056181,1.7763568394002505e-15
